limit_bal,age,bill_amt,pay_amt,customer_segments
0.033756946,48,-0.67457067,-0.523754646,1
0.033756946,48,1.34458824,-0.018148477,1
0.110496815,25,-0.570485282,-0.459279168,2
-0.196462662,41,1.066724336,-0.027213056,0
-1.117341095,49,-0.457295603,-0.125900012,1
-0.119722793,28,-0.680702502,-0.555371023,2
-0.887121487,28,-0.196048913,-0.465492791,2
-0.042982923,38,-0.680702502,-0.555371023,0
-0.656901879,41,-0.653327324,-0.420279545,0
1.031375249,29,-0.595246255,0.051736508,2
-0.810381618,32,-0.152669184,-0.408309183,2
-0.733641748,26,0.030356406,-0.328756532,2
0.954635379,31,-0.328399919,0.815007009,2
-0.656901879,23,-0.645544414,-0.526130443,2
-0.887121487,53,-0.680702502,-0.555371023,1
0.263976554,49,-0.302987342,1.206300788,1
0.263976554,34,-0.61703996,0.034630769,0
-0.887121487,22,-0.648293614,-0.269124025,2
-1.117341095,26,-0.553852492,-0.286997329,2
0.263976554,38,-0.588055241,0.038998581,0
-0.349942401,35,0.551894447,-0.19041204,0
0.417456293,49,1.900734011,0.158482899,1
3.56379094,40,5.402189402,1.071830673,0
1.031375249,34,-0.547149533,0.170434986,0
-1.194080965,49,-0.609911251,-0.53709566,1
-0.887121487,29,-0.680702502,-0.555371023,2
0.87789551,39,-0.63535498,-0.448368777,0
-0.273202532,30,-0.601811625,-0.506082371,2
-1.040601226,28,-0.408214984,-0.430129966,2
-0.887121487,27,-0.585552664,-0.319966083,2
-0.733641748,38,-0.37277912,-0.41269527,0
-0.656901879,29,0.011088641,-0.326928996,2
-1.117341095,22,-0.461026104,-0.471176429,2
1.722034073,41,3.35577473,0.267020275,0
2.335953029,32,0.981366737,0.687444981,2
0.570936032,30,-0.636100042,-0.379708241,2
-0.196462662,29,-0.63441262,-0.502591777,2
0.724415771,37,2.541115893,0.309930825,0
-0.119722793,25,-0.647613453,-0.291273764,2
-0.349942401,46,-0.402410252,-0.41647827,1
-1.117341095,47,-0.388794054,-0.430020313,1
0.724415771,42,-0.672195299,-0.49063969,0
-0.887121487,22,-0.352239299,-0.453028994,2
0.110496815,27,1.299720984,-0.111736606,2
1.108115118,35,-0.65383355,-0.555371023,0
1.491814465,44,-0.54542317,0.539195243,0
0.110496815,30,-0.394193805,0.11462203,2
0.80115564,42,-0.665126298,-0.555371023,0
-0.733641748,28,0.042479884,-0.062685534,2
-0.887121487,24,-0.592066113,0.407612636,2
-1.040601226,50,-0.644555325,-0.425762154,1
-0.887121487,54,-0.588470606,-0.434845009,1
1.415074596,37,-0.632478575,-0.213841055,0
0.263976554,58,1.633350296,0.004896755,1
-0.656901879,26,0.478764169,-0.266474098,2
-0.810381618,31,0.160786346,-0.197173924,2
-1.040601226,52,-0.396171983,-0.434753632,1
-0.426682271,36,0.426794164,-0.270275373,0
1.031375249,27,0.534007772,5.345012404,2
-0.887121487,22,-0.425574664,0.014637523,2
2.566172637,39,-0.547601243,0.375539375,0
1.491814465,36,1.491069459,8.417831797,0
-1.117341095,39,-0.565186777,-0.462166676,0
0.417456293,39,1.277701424,1.802150696,0
-1.117341095,22,-0.445709504,-0.405513053,2
-0.810381618,37,-0.208112683,-0.41344456,0
0.033756946,30,-0.28526941,2.276816677,2
0.263976554,26,-0.078521261,-0.356114749,2
-1.117341095,23,-0.408222772,-0.41395627,2
-0.196462662,23,-0.097228282,-0.359916024,2
1.261594857,35,-0.592234855,0.037024842,0
0.110496815,24,0.976255147,-0.190265837,2
1.491814465,35,-0.643228751,-0.4268404,0
-1.117341095,51,-0.420753829,-0.462239777,1
-0.887121487,23,-0.383529297,-0.445627473,2
-0.50342214,25,-0.362626031,-0.171588417,2
-1.040601226,36,-0.226554908,-0.463153545,0
-0.733641748,44,-0.544883195,-0.381755082,0
2.335953029,33,-0.613379552,3.612964955,0
1.031375249,36,-0.659285222,-0.554877588,0
1.031375249,45,-0.482420021,0.060563508,1
0.263976554,26,-0.637665451,-0.27162775,2
-0.119722793,41,0.559568323,-0.059596998,0
0.417456293,25,1.546699872,0.044426364,2
1.952253682,31,-0.651089542,-0.369327836,2
0.340716424,45,-0.669848484,-0.479893777,1
2.18247329,58,-0.596975213,-0.078493722,1
-1.040601226,38,-0.666785164,-0.387658024,0
0.570936032,30,-0.556212287,0.293684028,2
1.952253682,25,0.878530042,1.625263466,2
-0.810381618,25,0.083601063,-0.279413054,2
-1.040601226,24,-0.592136206,-0.018148477,2
-0.656901879,29,-0.665043225,-0.527574197,2
-0.887121487,37,0.07693964,-0.345094706,0
0.494196163,27,-0.474639707,0.548022243,2
0.263976554,31,-0.220929303,1.051179514,2
0.494196163,28,-0.31061449,0.193918826,2
-0.273202532,24,0.486007103,-0.278554112,2
0.263976554,27,-0.680702502,-0.555371023,2
-0.580162009,33,-0.052695914,-0.296208112,0
-0.349942401,27,-0.61794338,-0.232335721,2
0.263976554,42,-0.65841555,-0.397672922,0
-1.117341095,32,-0.398243618,-0.468873733,2
0.340716424,37,0.561253149,-0.188036243,0
-0.656901879,44,0.320193219,0.02379348,0
-0.887121487,29,-0.218182699,-0.392866502,2
-0.733641748,42,0.148465569,-0.315963778,0
0.494196163,32,2.189825762,0.075128972,2
-1.117341095,52,-0.429484291,-0.482269574,1
-1.040601226,44,-0.556786011,-0.439377299,0
-0.50342214,31,-0.135301717,-0.418104777,2
-0.656901879,29,0.564921345,0.034082509,2
0.340716424,33,2.387846045,0.337581448,0
-0.887121487,54,-0.148305251,-0.434753632,1
-0.273202532,23,0.888773992,-0.182736388,2
-0.733641748,24,0.138616216,-0.303171025,2
0.340716424,33,-0.469774739,-0.436434966,0
-0.50342214,44,-0.674627783,-0.519734066,0
0.263976554,51,-0.61383905,-0.050733447,1
-0.963861357,24,-0.211547236,-0.435411545,2
-0.656901879,25,0.438442568,-0.244689866,2
0.340716424,37,-0.675058724,-0.515640385,0
-1.117341095,23,-0.570511243,0.02331832,2
-1.194080965,34,-0.533728037,-0.467539632,0
-0.810381618,50,0.000367021,0.03289461,1
-0.963861357,25,-0.47717084,-0.449044966,2
0.954635379,33,-0.661346473,-0.426657647,0
-0.887121487,54,-0.660801306,-0.444201995,1
-1.117341095,25,-0.438084952,-0.420133343,2
-1.040601226,26,-0.178987777,-0.406170966,2
-1.117341095,32,-0.384572903,-0.443854763,2
-0.887121487,43,-0.320487207,-0.43109856,0
2.566172637,42,-0.623504085,-0.334823952,0
-0.580162009,24,-0.62995523,-0.20731675,2
-1.194080965,26,-0.51593482,-0.459005038,2
-0.887121487,37,-0.664347488,-0.555371023,0
-0.349942401,36,-0.239890735,-0.354342039,0
0.263976554,27,1.671901401,0.08309703,2
1.031375249,50,0.498122794,2.146568171,1
-0.580162009,24,-0.272582591,-0.087521751,2
-0.580162009,27,0.275019631,-0.369912647,2
-0.196462662,23,-0.680702502,-0.555371023,2
0.110496815,39,-0.675590911,-0.514525588,0
1.491814465,39,-0.669485039,-0.459023313,0
-0.042982923,29,-0.663270134,-0.432651966,2
-0.50342214,45,-0.408625158,-0.251268996,1
-1.117341095,21,-0.471789261,-0.463994212,2
1.491814465,36,0.89116494,3.008141845,0
0.494196163,39,-0.67562466,-0.513666646,0
-0.426682271,29,0.975863145,-0.048503853,2
0.340716424,37,1.403391007,1.944680245,0
0.263976554,26,-0.517103035,-0.105358505,2
-0.887121487,44,-0.468404033,-0.489707646,0
0.340716424,30,-0.552133918,0.349716288,2
0.87789551,31,-0.641754204,-0.275282822,2
2.566172637,40,0.658386358,3.122600438,0
-1.040601226,25,-0.626803644,-0.514817994,2
1.338334726,36,1.416163494,-0.046548389,0
1.491814465,32,-0.636808759,-0.199129388,2
-0.733641748,22,-0.020318178,-0.380293053,2
-1.117341095,44,-0.644877233,-0.555371023,0
0.494196163,32,-0.042205341,0.45196694,2
-0.810381618,41,-0.263948182,-0.229320286,0
-0.887121487,28,0.065742945,-0.370406082,2
-0.887121487,29,-0.477381119,-0.454856531,2
-0.273202532,28,-0.094203902,-0.253827547,2
-0.042982923,52,1.065615829,-0.1366642,1
-0.810381618,48,-0.06483497,-0.381755082,1
-0.042982923,43,-0.543701999,-0.1290982,0
0.110496815,25,-0.11447114,1.502453032,2
0.033756946,36,0.014263591,2.658698645,0
1.491814465,35,4.140303997,0.618930648,0
-0.273202532,34,0.237140899,-0.312491459,0
0.110496815,48,-0.622932958,-0.186300084,1
-1.117341095,27,-0.591645556,-0.001061013,2
0.494196163,43,-0.523375053,-0.23100162,0
0.417456293,30,-0.680702502,-0.555371023,2
0.570936032,43,-0.680702502,-0.555371023,0
-0.887121487,54,-0.207455886,-0.124675563,1
1.108115118,39,-0.545885264,-0.246517402,0
1.415074596,70,0.29586838,-0.324370445,1
-0.887121487,24,-0.671354184,-0.495062327,2
0.263976554,30,-0.074588269,0.892604197,2
2.412692898,53,6.694378312,1.189597107,1
0.110496815,27,0.312620588,-0.356315778,2
0.263976554,33,1.98726242,0.134523899,0
-1.117341095,34,-0.405608566,-0.440802777,0
-0.887121487,48,-0.163595891,-0.088106563,1
0.340716424,33,-0.658155947,-0.360866343,0
-1.117341095,24,-0.387802369,-0.456282009,2
-0.119722793,31,-0.614285568,-0.20377133,2
-0.887121487,25,-0.113871456,0.329522013,2
0.187236685,49,2.157305244,0.223159405,1
0.954635379,27,3.338446203,0.745853039,2
1.952253682,39,1.361828502,-0.007110158,0
1.338334726,36,1.282997333,0.14240058,0
-0.810381618,40,-0.520906225,-0.518820298,0
-0.580162009,27,0.364253108,-0.259310156,2
-1.040601226,27,-0.188551566,-0.397727749,2
-0.042982923,37,-0.672457498,-0.498297067,0
-1.117341095,35,-0.478889414,-0.471633313,0
-0.580162009,25,0.539230993,-0.211794214,2
-0.349942401,27,-0.370164914,-0.429271024,2
-0.349942401,38,-0.697820751,-0.555371023,0
1.491814465,50,-0.658104026,-0.398897372,1
-0.042982923,32,-0.630147336,-0.508677472,2
1.184854987,34,-0.316915064,0.775934285,0
-1.117341095,25,-0.37231443,-0.4268404,2
0.494196163,29,0.351169097,-0.272102909,2
-0.887121487,44,-0.406431509,-0.409003647,0
-0.887121487,48,-0.303231369,0.16285071,1
-0.963861357,24,-0.528785188,-0.061607288,2
-0.349942401,27,-0.673381687,-0.504382762,2
-0.273202532,25,-0.66585838,-0.242953706,2
-0.426682271,28,0.610066377,-0.202437229,2
-1.117341095,22,-0.53672386,-0.443343053,2
-0.887121487,22,-0.680702502,-0.555371023,2
-0.349942401,30,1.152320769,-0.080211606,2
-0.887121487,34,-0.416491141,-0.511510153,0
1.491814465,34,-0.678885279,-0.542578269,0
0.570936032,44,-0.618361342,-0.122994229,0
-0.119722793,32,-0.450974261,0.216379246,2
-0.887121487,23,-0.205314158,-0.322817039,2
2.566172637,42,-0.575620238,-0.265816184,0
-0.426682271,33,1.087318674,-0.050971027,0
0.033756946,48,0.876175439,-0.051263433,1
0.494196163,29,-0.169185153,-0.24262475,2
-1.117341095,47,-0.500145741,-0.456647516,1
-0.50342214,41,-0.633587081,-0.223691475,0
-0.426682271,28,-0.014913235,-0.359952575,2
1.338334726,52,-0.228138489,2.620027979,1
-0.887121487,37,-0.155787021,-0.412110459,0
1.108115118,50,-0.644744835,-0.302238981,1
-0.887121487,31,-0.051234347,-0.384788792,2
0.570936032,38,1.070579446,-0.073742128,0
-0.887121487,48,-0.465143414,-0.447162603,1
-0.119722793,34,-0.618836416,-0.31402659,0
-0.196462662,44,0.982584277,-0.126320345,0
-1.040601226,56,-0.315066688,-0.319509199,1
1.031375249,30,0.568509064,1.336128961,2
-0.887121487,29,-0.63273039,-0.460594994,2
0.87789551,37,-0.14837794,-0.237946257,0
-0.349942401,23,0.858517216,-0.148963519,2
-1.040601226,27,-0.650209487,-0.378045184,2
-1.040601226,23,-0.535929474,-0.039877882,2
0.110496815,45,-0.321123235,-0.427443487,1
-0.119722793,33,-0.492767812,-0.414632459,0
-0.426682271,40,0.157595821,-0.314684503,0
-0.887121487,24,-0.123357364,-0.198014591,2
0.494196163,43,-0.64709165,-0.318759909,0
0.494196163,25,0.740935047,-0.151229664,2
-0.042982923,46,-0.641686707,-0.394456459,1
-0.887121487,36,-0.140584646,-0.445170589,0
0.340716424,36,-0.649602015,-0.336432184,0
-0.349942401,38,-0.636959329,-0.307374358,0
0.570936032,42,1.14E-05,1.058891717,0
-1.117341095,47,-0.386390126,-0.443891313,1
-0.887121487,40,-0.564062694,-0.473698429,0
-0.887121487,70,-0.158183161,-0.466150704,1
-0.887121487,32,-0.278987007,-0.409771212,2
-0.50342214,52,-0.222549228,-0.436617719,1
1.722034073,49,-0.347415868,2.233906127,1
2.949871984,31,-0.148788113,-0.412823198,2
2.18247329,36,-0.591183462,-0.170455345,0
-0.656901879,50,-0.153102722,0.546943997,1
-0.887121487,48,-0.559270415,-0.372617401,1
-0.887121487,33,-0.061657424,-0.439980386,0
0.110496815,44,0.429937961,-0.10588849,0
0.570936032,35,-0.450309676,0.561454634,0
1.184854987,29,-0.67057797,-0.493234791,2
2.412692898,35,1.295525794,4.088087821,0
-0.119722793,37,-0.64953971,-0.371776734,0
-0.426682271,29,0.910892202,0.147225276,2
0.570936032,30,-0.534795007,0.161973493,2
-0.887121487,33,-0.235399596,-0.447509835,0
-0.349942401,27,-0.643381917,-0.337857662,2
-0.119722793,31,-0.680702502,-0.555371023,2
-0.50342214,53,0.205393999,0.163307594,1
0.724415771,38,-0.671927907,-0.493490646,0
0.647675901,26,-0.556991098,-0.293192677,2
-0.50342214,26,-0.612369695,-0.213475547,2
-0.042982923,51,0.583732208,-0.189863779,1
0.80115564,37,-0.511651364,0.64729401,0
1.722034073,42,-0.4012005,0.253295478,0
0.340716424,43,0.634167957,-0.089349287,0
-1.040601226,23,-0.324967962,-0.260205648,2
1.031375249,30,-0.484421563,0.407996418,2
0.187236685,38,0.760716827,0.647092981,0
-0.273202532,35,-0.661722898,-0.537771849,0
1.491814465,44,1.908895942,-0.032695665,0
1.184854987,35,-0.663960679,-0.385739111,0
-1.117341095,35,-0.680702502,-0.555371023,0
1.491814465,32,-0.646320628,-0.509042979,2
0.187236685,25,0.981800275,2.811297919,2
-0.580162009,33,-0.101098969,0.760455053,0
-1.040601226,26,-0.622302121,-0.190174461,2
0.570936032,29,2.463276409,0.378499984,2
-0.963861357,26,-0.450462842,-0.429271024,2
0.033756946,36,-0.49045215,0.749380183,0
0.110496815,37,-0.180200125,-0.193518852,0
-1.117341095,63,-0.417843675,-0.477298675,1
-0.119722793,48,-0.044767627,-0.336066677,1
-0.887121487,47,-0.405852593,-0.47400911,1
-0.196462662,31,0.771111347,-0.219104359,2
-0.887121487,31,-0.201552505,-0.392500995,2
0.263976554,34,0.70890518,0.22590071,0
-0.50342214,43,-0.368173756,1.785099783,0
0.647675901,32,-0.420335867,-0.373512894,2
-0.656901879,38,-0.66063516,-0.356809213,0
0.033756946,50,1.123471043,0.519750258,1
-0.656901879,29,0.082687259,-0.351216952,2
-0.887121487,49,-0.037091154,-0.368889227,1
-1.040601226,40,-0.299018006,-0.389540386,0
-0.733641748,34,0.141495218,-0.437586313,0
-1.040601226,47,-0.656621691,-0.397216038,1
0.263976554,34,-0.648763496,-0.396009865,0
-0.50342214,27,-0.647369426,-0.531558226,2
-1.117341095,44,-0.417960496,-0.477408328,0
0.263976554,29,-0.674757585,-0.555371023,2
-0.887121487,72,-0.082085616,-0.374189082,1
-0.887121487,48,-0.217562247,-0.26607204,1
-0.887121487,27,-0.070343754,-0.299515952,2
0.417456293,44,2.045976922,1.199063745,0
0.570936032,39,-0.675889455,-0.521488501,0
-0.887121487,40,-0.391566618,-0.425615951,0
2.566172637,45,-0.511186673,1.655947799,1
0.033756946,26,-0.57652885,-0.226067272,2
-1.040601226,34,-0.67364129,-0.509682617,0
1.031375249,43,-0.680702502,-0.555371023,0
-0.887121487,30,-0.191895258,-0.350321459,2
-0.50342214,31,-0.62813541,-0.360354633,2
-0.119722793,29,0.516772703,-0.135037693,2
-0.887121487,28,-0.009552425,-0.372471198,2
0.187236685,31,-0.650188719,-0.148031475,2
-1.117341095,22,-0.602413905,-0.491626559,2
-0.887121487,55,0.076999349,-0.341457908,1
-1.040601226,39,-0.676055602,-0.335335662,0
-0.580162009,27,-0.665990778,-0.317791314,2
2.566172637,36,-0.672348465,-0.186336634,0
0.87789551,40,-0.558078836,0.246716347,0
-1.040601226,31,-0.621536291,-0.468892009,2
-0.580162009,36,0.120207739,-0.338807981,0
0.263976554,42,-0.284887793,-0.458383676,0
-0.50342214,30,-0.670733732,-0.496323327,2
-1.117341095,40,-0.438757325,-0.430056864,0
-0.887121487,51,-0.170109341,-0.234894272,1
-0.887121487,51,-0.630894994,-0.457031299,1
0.954635379,32,-0.573338324,3.028829555,2
0.417456293,36,-0.676045217,-0.498662574,0
2.10573342,37,-0.592237451,0.063103784,0
-0.887121487,49,0.793525504,-0.111809708,1
1.031375249,31,-0.548263231,-0.361158749,2
0.954635379,50,1.029873633,0.212358666,1
1.722034073,40,3.614695375,0.754716589,0
-0.887121487,24,-0.241030394,-0.422143632,2
0.417456293,31,-0.292738199,1.467693293,2
-0.119722793,29,-0.642107265,-0.457232328,2
-0.887121487,24,0.208740287,-0.274807663,2
0.263976554,44,-0.678970948,-0.555371023,0
-0.349942401,30,-0.442968092,-0.380475807,2
0.494196163,61,-0.65822604,-0.397142937,1
0.110496815,28,0.930320921,-0.014420303,2
-1.117341095,22,-0.396070737,-0.420133343,2
-1.117341095,23,-0.367755794,-0.331424735,2
-0.887121487,46,-0.612496901,-0.555371023,1
0.954635379,24,-0.048194392,2.093734099,2
0.954635379,54,-0.673867145,-0.484298139,1
-0.119722793,27,-0.67595176,-0.52192711,2
0.187236685,53,1.508161747,0.018475349,1
-0.656901879,25,0.660868166,0.168205391,2
0.647675901,47,-0.641834681,-0.295787778,1
-1.117341095,35,-0.372750564,-0.438408705,0
0.110496815,45,-0.674534326,-0.511948762,1
-0.656901879,25,-0.660492378,-0.457652661,2
1.031375249,31,-0.52650587,0.388789013,2
-0.887121487,51,-0.390808576,0.287123173,1
-0.733641748,40,-0.134465794,-0.428832415,0
-0.119722793,30,-0.197149631,0.629237953,2
1.184854987,29,0.355701772,3.289765176,2
-0.810381618,24,-0.027932346,-0.391367923,2
-1.117341095,32,-0.536936735,-0.255655083,2
0.494196163,35,1.199420614,-0.124072476,0
1.108115118,29,0.511209402,1.172180687,2
0.494196163,36,-0.616242978,-0.390052096,0
0.263976554,40,-0.538541084,0.583037837,0
-0.50342214,30,-0.010201434,-0.011094187,2
1.108115118,64,-0.602478806,-0.224806272,1
0.110496815,33,1.894838418,0.120817377,0
1.722034073,38,1.556229913,0.121310812,0
-1.117341095,26,-0.676502119,-0.487989762,2
-0.887121487,26,-0.188040148,-0.420663328,2
-0.196462662,29,1.493224168,-0.088837577,2
0.033756946,37,-0.629539864,-0.194322968,0
0.647675901,45,-0.215708678,-0.412823198,1
-0.887121487,40,-0.267343795,-0.485010878,0
0.647675901,36,1.428055926,0.00869803,0
-0.580162009,27,0.30045038,-0.171588417,2
-0.580162009,44,0.396340089,-0.270092619,0
-0.042982923,27,-0.573395437,0.174309362,2
1.491814465,29,1.1470638,0.544750953,2
1.261594857,26,-0.101838838,-0.005556752,2
-0.887121487,54,0.186933601,-0.384587763,1
-0.810381618,42,-0.178341365,0.084266653,0
-1.194080965,42,-0.649228186,-0.503560371,0
-0.733641748,41,-0.118705271,-0.381755082,0
-0.119722793,31,-0.669318893,-0.449227719,2
0.647675901,33,0.491531464,1.330189468,0
-0.273202532,33,0.607846768,-0.290707228,0
-0.273202532,27,-0.106462375,-0.397362241,2
-0.50342214,36,-0.660632563,-0.406043038,0
-0.273202532,37,-0.072981324,-0.463994212,0
-0.656901879,29,0.4244136,-0.250720735,2
1.645294204,41,4.708344795,0.873762298,0
-1.117341095,23,-0.433274501,-0.462203226,2
-1.117341095,25,-0.415008805,0.207479145,2
-0.196462662,54,1.052505858,2.215045953,1
0.110496815,33,-0.64498367,-0.25952946,0
0.494196163,29,-0.659365699,-0.401126966,2
-0.580162009,32,-0.58156256,-0.028528882,2
-0.042982923,29,-0.570843535,0.215173072,2
-0.887121487,22,-0.218094433,-0.421960879,2
-0.196462662,29,-0.675795998,-0.538100805,2
0.647675901,31,0.083891819,0.826264632,2
-0.349942401,24,-0.55228968,0.374205274,2
-0.349942401,27,0.6179713,-0.215778243,2
0.724415771,40,1.702578735,0.200552782,0
-1.194080965,38,-0.664347488,-0.555371023,0
-0.810381618,38,-0.344523886,2.133556113,0
-0.810381618,29,-0.091005588,0.398511505,2
-0.887121487,27,-0.381623808,-0.457250603,2
-0.273202532,34,-0.569605227,-0.456336835,0
-0.273202532,34,-0.334882216,-0.463957661,0
1.491814465,32,-0.680702502,-0.555371023,2
-0.656901879,36,-0.324760279,-0.41119669,0
-0.887121487,26,-0.680702502,-0.555371023,2
0.954635379,33,-0.529247282,0.457120592,0
0.263976554,53,-0.171750034,-0.53709566,1
-1.117341095,27,-0.481244017,-0.463190096,2
2.566172637,33,-0.60314339,0.030043653,0
-0.273202532,26,-0.323327268,-0.418305806,2
-1.040601226,27,-0.2803006,-0.364009705,2
-1.117341095,24,-0.530589432,-0.456684067,2
-0.733641748,26,-0.48432551,-0.326928996,2
0.263976554,27,-0.58605889,0.091777827,2
-0.887121487,46,-0.6340985,-0.231330576,1
1.491814465,56,-0.656395836,-0.386378749,1
-0.887121487,56,-0.200498515,-0.377588299,1
0.110496815,26,-0.545044149,-0.372617401,2
-0.887121487,25,-0.557531073,-0.491407255,2
-0.349942401,28,-0.668090969,-0.455697197,2
-0.656901879,37,-0.411483391,-0.43109856,0
1.261594857,47,-0.568841993,0.262104202,1
-0.963861357,43,-0.076080989,-0.389083502,0
-0.887121487,26,-0.406971484,-0.387621473,2
-0.656901879,48,0.051197367,-0.369199908,1
2.18247329,41,-0.676406066,-0.537662197,0
-1.040601226,48,-0.263065531,-0.376272473,1
-0.042982923,28,0.354250589,-0.291748923,2
-0.656901879,22,-0.585017881,-0.272194286,2
1.798773943,34,0.204791719,-0.136828678,0
0.417456293,60,-0.601577982,-0.023411781,1
-0.963861357,25,-0.297052808,-0.400030444,2
0.87789551,27,1.017176431,1.113005064,2
-0.887121487,25,-0.44941664,-0.482269574,2
-0.426682271,26,0.374001216,-0.079626795,2
0.110496815,44,-0.501557983,1.148002383,0
0.263976554,26,-0.415245044,-0.153276504,2
1.722034073,33,0.393131391,-0.198562852,0
1.798773943,29,-0.555241371,-0.289098996,2
-0.349942401,37,-0.666434699,-0.454929632,0
0.263976554,34,-0.781446794,-0.555371023,0
0.87789551,33,2.296465648,0.373017375,0
0.494196163,27,0.641865197,-0.183174997,2
0.87789551,36,-0.347177033,1.527983713,0
-0.273202532,28,1.388417083,0.146402884,2
-0.042982923,35,-0.668615368,-0.470280936,0
-0.349942401,47,-0.670250869,-0.481794414,1
1.031375249,31,-0.676751339,-0.533513689,2
-1.117341095,31,-0.654822639,-0.353208966,2
2.18247329,31,-0.607489151,-0.139990316,2
0.647675901,30,-0.144870698,4.206347689,2
-0.50342214,58,0.876110538,0.00361748,1
-0.119722793,27,-0.286170233,-0.386817357,2
-0.196462662,35,0.430566201,-0.278608938,0
2.566172637,46,0.382119014,7.778669281,1
-1.117341095,36,-0.593506912,-0.388041807,0
-0.887121487,53,-0.372529901,-0.455916502,1
-0.50342214,39,0.749398118,0.093404334,0
0.263976554,27,1.777487296,0.035087653,2
-0.119722793,37,0.573117025,-0.10762465,0
-0.656901879,23,0.064894042,-0.361761836,2
-0.042982923,40,-0.642499266,-0.22800446,0
0.110496815,44,-0.658057298,-0.396521575,0
0.80115564,32,0.186468911,6.119741557,2
0.110496815,41,-0.439214227,-0.015955433,0
-0.349942401,54,-0.669363026,-0.489799023,1
-0.426682271,29,-0.116420761,-0.299333199,2
-0.887121487,61,-0.486778762,-0.232353996,1
0.263976554,30,1.733757103,0.930324544,2
-0.733641748,23,-0.581217287,0.233430159,2
1.491814465,30,-0.085691507,3.193819524,2
0.724415771,35,5.130008216,0.48833491,0
-0.887121487,32,-0.257094652,-0.413645589,2
1.645294204,39,-0.077189495,1.280919092,0
-0.887121487,24,-0.724726047,-0.555371023,2
-1.117341095,38,-0.573577159,-0.508586095,0
0.80115564,32,-0.086052356,5.46994278,2
2.259213159,32,5.241263849,1.180788383,2
-0.810381618,24,0.006397608,-0.328354474,2
0.263976554,35,-0.51092707,0.170800493,0
-0.887121487,37,-0.42877817,-0.398202908,0
-1.117341095,22,-0.46205673,-0.410739806,2
0.954635379,40,1.94389048,0.0538199,0
-0.426682271,36,0.683445874,0.01019661,0
-0.042982923,51,1.608952768,-0.017892621,1
-0.733641748,31,0.001143235,-0.392153763,2
0.263976554,39,-0.674653743,-0.512789429,0
-0.656901879,40,0.32575652,-0.284895663,0
-1.117341095,41,-0.384445697,0.19110442,0
0.340716424,48,-0.679222763,-0.544954066,1
0.110496815,39,-0.045873537,-0.492321023,0
-0.887121487,53,-0.35264428,-0.412823198,1
-1.040601226,26,-0.207975093,-0.470719545,2
-0.119722793,30,-0.668669885,-0.267314764,2
-0.119722793,28,-0.683451702,-0.555371023,2
0.724415771,43,-0.650510627,-0.341549285,0
1.108115118,30,3.529906308,1.152041238,2
-0.119722793,33,0.43736781,-0.262965228,0
0.263976554,27,-0.501233479,0.560321562,2
-0.119722793,45,0.611312473,-0.217313373,1
0.417456293,54,-0.651037622,-0.497657429,1
2.873132115,34,-0.663932123,-0.451640067,0
0.87789551,30,2.211001612,0.068860523,2
0.494196163,32,-0.065229567,-0.426767299,2
-0.887121487,39,-0.100141032,-0.343979908,0
-1.117341095,24,-0.663654347,-0.398805995,2
-1.194080965,35,-0.562920439,-0.542578269,0
2.566172637,46,5.472401738,1.017571123,1
-0.887121487,24,-0.196087853,-0.419658183,2
1.952253682,35,-0.500202854,0.68737188,0
-0.887121487,23,-0.28746825,0.163070015,2
0.87789551,29,-0.674318855,-0.510431907,2
-0.887121487,46,-0.645993528,-0.439066618,1
-0.042982923,41,0.06565468,-0.370789865,0
-0.963861357,23,-0.127944556,-0.389065227,2
-0.50342214,31,-0.180784233,-0.359111908,2
-0.887121487,26,-0.007602804,-0.345131256,2
-0.273202532,32,0.777456054,1.895099188,2
-1.040601226,22,-0.350393519,-0.482269574,2
-0.196462662,34,-0.673298613,-0.495391284,0
0.340716424,32,1.58441765,1.992068259,2
-0.887121487,38,-0.189016257,-0.43007514,0
1.108115118,29,0.207270932,0.55820162,2
1.031375249,31,-0.611318301,-0.221900489,2
-1.040601226,47,-0.41048911,-0.467649284,1
-0.580162009,40,0.337989032,-0.274734561,0
-0.119722793,34,-0.01587896,-0.336066677,0
-0.580162009,25,-0.199005795,-0.299515952,2
-0.656901879,65,0.122598686,-0.37939756,1
-0.50342214,28,-0.669630417,-0.453942763,2
-1.194080965,33,-0.680702502,-0.555371023,0
0.340716424,31,1.954362881,0.632527518,2
0.033756946,41,-0.517352254,0.236043536,0
-0.580162009,32,0.68265668,-0.249733866,2
0.340716424,36,-0.652712064,-0.358326068,0
-0.887121487,26,-0.167809255,0.267184753,2
-0.119722793,30,-0.477433039,0.89806853,2
-0.656901879,30,-0.6750094,-0.515238327,2
-0.273202532,38,-0.33876069,-0.482269574,0
-0.50342214,30,0.766124365,0.175643464,2
-0.042982923,41,-0.37721055,-0.365215879,0
0.647675901,31,-0.425071033,-0.458072994,2
2.566172637,42,0.475989008,3.92026517,0
0.724415771,32,0.70512795,0.311063897,2
-0.887121487,44,-0.672828731,-0.512606675,0
-1.040601226,22,-0.375507552,-0.486655661,2
-0.426682271,42,0.101386492,-0.371703633,0
2.566172637,39,-0.561196673,0.336777332,0
1.108115118,32,-0.054061428,-0.189863779,2
3.180091592,37,0.892725156,5.747582082,0
1.338334726,36,3.016174541,2.97990641,0
